Product ID,Phone Name,Rating,Review
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Received this beauty on 27 Feb 2023 and hands down to the performance of the phone. This is my first Samsung phone and I am very impressed. The images are spot on, stable videos and can shoot in 8k is a big plus for me. As the gen 2 is very power efficient my phone with moderate usage easily last around a day which is very impressive by a compact smart phone. Cream color is like a treat to watch. Just close your eyes and grab this amazing product by Samsung."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Amazing phone by Samsung, except battery life it gives absolute flagship performance and I loved it..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Amazing camera.Loved the design and look and feel of the phone.Battery could have been better. However it works for me. Light weight as well.Overall its a really good phone. Didnt like iphone much from the store. Moreover it felt like I am giving up too many features in iphone and the price range is similar.  Hence got the s23 and I absolutely love this phone.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Pros1. Great Battery 🔋 2. Great Camera 📷 👌 3. Great Display 👍 👌4. Top notch Performance 👌 5. Smooth Andriod experience. Got covered by 4 years updates along with security patches.6. Elegant and powerful.Cons1. Charger must be included in box.2. Heating issues.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Love it
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Superb camera. Handy size with decent battery. Display quality is outstanding.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Nice design , handy phone  night Camra awesome"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Nothing to say anything Wow osm 👌 mind blowing performance Love you Samsung  #s23
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Camera, design, performance, form factor everything is top notch"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Worth 💓
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"ABSOLUTE BEAST.🌟🌟🌟🌟🌟Camera, display, performance, design and build quality, apart from fast charging everything is outstanding"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"User experience is amazing. Display and performance are top notch! Camera is also really nice, best part, photos are natural. The only draw back is battery backup and heating issue, if these two things were better this would have been the best flagship in this range."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Very very nice phone..😍😍Camera is Lub 🥰🥰🥰Display is superb..👍👍
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,On first day phone screen went complete black while running some backup restore but after hard reset phone is working fine and not faced any problem. I was looking for compact phone for single hand use. Camera and battery life is good.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"Writing brutally honest review I have been using this beast for the last 2 weeks so I have pretty much experienced everything.I wanted a compact phone for work purposes and my usage includes 30+ calls in a day , 8-10 emails , opening 2-3 sheets as and when required. While I was searching for a compact and powerful device almost everyone suggested that I go for an iPhone 13/14. But since I've used apple I was more inclined towards Android and there're hardly any options available in Androi..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,great picture quality just wow... powerful performance ....only heting problem
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Don't panic, for couple of days battery will drain very fast and phone would be heating a lot. Once updated to latest software version above issues would get resolved.PROS: compact handy phone, call quality excellent,  internet connectivity stable and fast, camera excellent, AI features, Samsung proprietary features like Galaxy watch, wallet,  store, Knox supportCONS: battery will last a day on average to medium use, no charger provided in the box  charging time almost 90 min for 3900 mAH b..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Waited almost 20days after prebooked Really a excellent product from Samsung,used I phone from last 4years now really enjoying using this phone 1,when compared to other flagships this phone is very less weight (so don't expect battery too much)2.camera quality is great3.mediam performance user ,sure 1day you can expect battery4.little bit heating issue when updating the OS and installing 30 more apps back to back5.face I'd and bio metric is too fast6.Over all feeling happy when using th..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Very very good phone in 20204 and best flagship phone of the 2023. performance very smooth and soft  5/5Camera quality woww 5 🌟 Looks and design  5 🌟 Price also good in this price range this is the best phone for Android lovers and users.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Samsung is a classleading product. Better than apple in all aspects like camera battery feel to use flagship phone. Thanks flipkart.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Must buyIt's like robot in your ✋️
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,I got this product at 38k in big billon 128gb variant. At this price i will say i got best smartphone.Probs1) excellent design.2) light weight pocket frendly device.3) good camera4) performance is really excellent. Cons-1) videography in night not gets good results.2) little bit heating issue there if you use this device without case. But highlighting that heating issue does not affect to its performance. Thinking it is compact phone small heating problem is ignorable.Average p...
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,I was using iPhone for a long time while switching back to Android I had my doubts but this phone absolutely crush the iphone last I used was 12 pro and got 14 pro for my friend well i still don't think it can go toe to toe against 14 pro but other than that it will be absolute winner in camera display sound battery backup and now there is call background we can have full screen photo on caller ID one of the thing i loved about ios and it's in this too go for it don't think twice.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I am giving the review after 10 months, this is a very good mobile, you will not find anything better than this in the market, till now not any issue with it ❤️❤"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,I absolutely loved the phone. It feels so premium and compact to hold it. The camera is just phenomenal. Brightness is the best in class. Absolute deal breaker!!
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"One thing is clear to me that almost everyone who has put negative reviews on battery life of this phone is stupid...... people with no damn knowledge of how hardware works..... keeping refresh rate at 120hz will obviously drain the battery of any phone faster, even if it has 20000mah battery..... bring the refresh rate down to standard and see the magic happen.... I charge my S23 beast only once in 24hrs ..... nothing comes close to the performance of this beauty..... wrote this after 2 mont..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"EDIT: Review after 17 months usageThere are hundreds of reviews for this device so let me get straight to the pros and cons as a normal user.Cons:1. Battery life is not as great as many reviewers say, I'm not a heavy user but if I'm traveling and using phone data the device doesn't even last a day. A hard reset did help improving the battery performance but still it hardly lasts a day. 2. Samsung is providing 45W charging speed for the Plus and Ultra models but only 25W for S23, this is d..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Wonderful camera performance if you love shooting must go for it, battery is quite good would last for a day if you are not a heavy user.. design is very good i must say overall a very good phone from #samsung"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Exchanged iPhone 11 for this. Worth it. Had very bad experience with Android but man this phone is buttery smooth.No heating.Battery is excellent.Ui is clean and easy to use and customise.Small and handy.Very beautiful design.Kudos Samsung.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Superb phone with ultra fast processor....Of course the display is best and the screen size which is very handy. Battery performance is very good....Very happy with product...#PerformanceBeast
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Delivery- OntimePackage - averagefirst impression - ExcellentCamera- very gooduser-friendly and lot many featuresCompact and solidly built.Good battery backupHeating issue- this is only during charging. And it is expected behavior.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,I switched my phone after 3.5 yrs and it's really a good phone. Good battery life for an average user like me. Display and design both are awesome.  It clicks good photos.. both day and night.The phone is really fast and smooth Finger print scanner is also great except one or two times. Metallic side designs is also great
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"After jumping from pixel 4a and edge 30 to Samsung s23, color is fab, performance and battery are very good and improved compared to previous S series. Camera and mainly video quality beats apple."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I upgraded to this from Redmi Note 4, so it is a very significant upgrade for me. Phone is fast, super responsive with no lag at all which is what you expect from a Snapdragon 8 gen 2 for Galaxy. I got 256 GB variant, so I have UFS 4.0 storage. Best camera and display, design wise looks awesome with thin and even bezels. Phone is a bit small which is perfect for my small palm but that means battery is also small and gives around 6 hours of screen on time. If you are just watching downloaded v..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"This is really compact monster 😍 everytime feels excited to holding this phone in hand. Don't bother about battery life, it gives easily more than 1 day and there are wok around to improve the battery life - manage the performance profile switching from standard to light, and select 60hrtz refresh rate, and I am not a gamer, and hence for daily usage battery is sufficient, Samsung provides 4 years security and OS updates, camera clarity is very good, audio- cristal clear, oueUI is awesome, i..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,One word review- A Compact Beast 😍
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Samsung trusted company 👌
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"After almost 15 days of usage, Samsung S23 has lived up to my expectations. The obvious pros are its compact form factor and splendid display. During the initial few days of usage, the phone does get warm along the metal frame while multitasking or using heavy apps, but that has settled down now with continuous optimization. It still gets slightly warm but nothing too alarming.One suggestion for those users who take a lot of pictures or videos is that the 128 GB may seem to be a little short..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Best performance, best build quality..I'm also getting great battery life..totally worth in BBD price"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,This is the what i am waiting for.  Now i am loving it all.Camera is awesome Battery is pretty goodDisplay is totally smooth Speaker is clear and loudIt's perfect compact flagship.  You must go for it.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Overall very good phone.if you use your mobile extensively then battery MAY disappoint you. For me battery is enough to survive whole day.Camera is good. it will take pictures close to reality. if you are relame/poco/oppo and other Chinese phone user and planning to switch to samsung then be mindful that camera selfi will take your real photo and will not apply lipstick and makeup and you may end up hating you own face.In performance department as well it is excellent.while charging ph...
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Overall better than any other phone except for s23ultra😉
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,In a world of big display smart phone lovers there is a very small community that wants a small and compact phone.If you are that person go for it.You will love it in every aspect.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Writing this review after using for 6 monthsPros:Camera quality is impressive especially Portait mode.. The quality of images are similar to DSLR camera. Phone is smooth and it works like a magic.Cons:As this is compact phone.. typing something needs more care.. lot of typi mistakes by using tge small keyboard.Fingerprint doesn't work sometimes.Had to to try multiple times.Battery drains faster..always need to carry backup or charger with you.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"The phone is awesome,I got this by 52k.But it is worth the price.Display is awesome Indisplay finger print is very much responsiveBattery backup is ok for one day useCamera performance is top notch Portrait mode is like Dslr cameras Night mode is also goodVideography is goodGood refresh rateOne hand phoneOnly drawbacks are no charger inside the box we have to purchase separately Charging speed is more than 1 hour to full charge."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Camera is just amazing 👏 Display is Love ❤️ Battery is not that great 😒 Slightly heat 🥵
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"The best small size phone (6.1 inch display) I have used.It's a Samsung flagship and they have got almost everything right - Fantastic cameras, Awesome AI, Amazing and Premium Display, Design, Size, Smooth and Excellent to use and to a good extent, even for high resource usage tasks. Battery consumption is also very well optimised and charges at a good speed.The only minor improvement per me could be, a slightly higher capacity battery and faster charging.Highly recommended S23, if you ..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Iam sharing my experience after 12 days of  excessive useDisplay is top notch you can feel how premium it is.Performance is on the another level I don't game lot and afterall it isn't a gaming device.it doesn't compromise And the main thing everyone is complaining about is the battery.So in my experience many of those guys doesn't used any flagship device before.This phone is compact and everything is packed in right here.Right now i use my device in max settings nothing is turned off....
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Battery could be better. But this is ultimately CHOTA DON. Far far better choice against iPhone. Fully powerpack and all in one. Superb phone but noticed some overheating issues..
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Very nice phone...thought of going to iphone 15/14..but jus experience in store before buying both....u will know the difference...the AI features standout on all.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I purchased this phone by exchanging one plus 7t, I  went to shop for purchasing one plus 11, iPhone 13 or 14 but after seeing this phone I changed my mind within less than 5 minutes,  as I wanted  phone with best photography,  yes I am fully satisfied with camera but battery completely disappointing,  I went to Dubai where I had to carry Power bank always to ensure phone does go dead, in a day I had to charge 2 times. Processor, display, camera all are outstanding. So decision is yours, if y..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Must say a beautiful phone..finally happy to buy it over iphone.Pros-Really good camera setup.Screen is super awesome.I love the haptics .. best till date.A lot of customisation.And last u r getting a computer.. by connecting it to a monitor thru samsung dex.Cons- only battery charging time and battery is kind of low.Overall a lovely experience go for it.. If u r confused bw iphone and samsung go for it and u will not be disappointed.  😊
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Good Product
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Mobile is fantastic. the best feature is its size. The camera works well, and UI experience is also good.The only concern is its battery and heating issue, I have been using this mobile for 1 week, and the heating issue always persists. We can get the battery until 8 pm. in moderate usage. I am never playing games on mobile. Display is top notch even better than the iPhone 14 pro. S23 Phone is better in so many segments compared to iPhone 14 pro. It never hangs, even if we use so many applic..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Superb
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I switched from iPhone 13 to Samsung galaxy s23. If l compare it to my iPhone , It leads in photography,display, refresh rate and ties with iPhone 13 in performance.The two sectors where s23 is behind iPhone 13 are Speakers and battery life . And Lastly,both of the UI's are great ."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I got it for 50k with emi for that price it's really good and best of the best , I was having a bit confusion when I thought of upgrading my phone. When the sale came s23 had a offer so I bought it, now Im not regretting my choice ❤️"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"the phone feel premium in hand. good design . very good display . battery is okay 5-6hrs sot. performance is top notch . camera testing pending . clicked few pictures ,sometimes greenish tint appears.will update review after one week. I was a S20FE user before."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Mind blowing buttery performance and clarity in camera..best smartphone in 2k23
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Best compact phone but there's no any update for VoNR yet. Only issue with Samsung flagships is that their fingerprint doesn't work well with any tempered glass.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Superb smart phone
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Best phone by Samsung..
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Switching from ios to android I thought I would regret it but I was wrong. The display and os is excellent. I recommend downloading the Goodlock from samsung store. The phone heats up slightly while playing bgmi but overall it's good. No lags or framedrop. And battery backup is excellent although it is a compact phone.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Better than iphone 15☠️
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Beast with small battery 🔋 💪
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Super smart phone with AI, battery backup is excellent, camera zoom at 30x is superb as in pic of hearth its approximately air to air 2km away from the  phone's location, night mode of camera  takes 2 to 3 sec to capture the photo but photo quality is unmatchable."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Pros1)CAMERA- 5 out of 5. The ultrawide camera can get a little work done because in some environment photos seems a little dark then main camera.2)DISPLAY- 5 OUT 5. The display is stunning and that 120hz is criminally smooth.3)BATTERY- 4.5 out of 5. 3900mah feels good Enough for me .But a little bit more mah and it would me much appreciated. 4)SOUND- 4 OUT OF 5.  With dolby atmos stereo speakers sounds great. But the bass seems a little low than its bigger sibling s23+.5)STORAGE AND RAM...
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"After using for about 1 month; its a fantastic phone Rather blabbering, i will tell the key points1. No heating issues2. Great battery backup; lasts upto 1 day on moderate usage3. Awesome display and its feel4. Works flawlessly with galaxy watch 4 and buds 25. No lagging6. Easy to hold in hands7. Knox is best8. Camera's potrait and zoom pictures are excellentBut concern is that hope Samsung doesn't slow it down on future updates so as to promote newer galaxies"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Pros-1. Battery is surprisingly good for a compact form factor.2. OneUI is so well polished for this S23. And excellent software update support. 3. Camera is one of the best in the industry.4. Snapdragon 8 Gen2 is a beast. Powerful as well as efficient.Cons-1. Can get warm sometime.2. Charging speed is slow at 25W, should have been 45W instead.Verdict- Best is class (Compact True Flagship)"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"Nice phone , handy , power pack , good ui, timely update"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Good but battery not good
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I purchased this phone on Flipkart GOAT sale. Got it in 47k 256 gb variant. Using it for almost a month. 1. Camera , display, performance is quite impressive. 2. I am not a heavy user and don't play games on small screen due to which i get excellent battery backup. I charge only once in a day and that too not 100%. Still i get entire day backp. 3. S23 series also got Samsung AI features so not much missing on anything which is there in S24 series.S23 has Snapdragon 8 gen 2 processor com..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"I have been using this device for almost a year now, am just loving with device day by day❤️ especially security (knox), optimization, AI features of UI is too good..My opinion 1. Design/ build quality: 5/5 for a compact phone 2. Performance: 5/5 not even a single issue or lag faced till now awesome optimization 3. Battery: 4/5 u can get 7.30 hours SOT with wifi and 6 hours on 5g data with one charge 4. Camera : 5/5 can beat iphone 15 too.. and it easily beats iphone 14 camera 5. Overvi..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"The best compact phone in the market unless u get hands on asus zenfone 10.The best part is its battery life which is excellent for a phone of this size and battery capacityWith moderate to light use u can easily churn out between 6-7 hrs of SOT, heavy use 5-6 hrsThe display as always is fluid and bright The phone feels great in hand due to its form factorCameras are good too Main Camera 8.5/10Wide angle 7.5/10Telephoto 7.5/10Portraits 8.5/10Night 8.5/10Selfie 8/10How don't ..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Long term review, moving from apple to samsungBattery is great for normal usage. For gamers or heavy usage, its good but wont last whole day probably.Camera is good.Gameplay(bgmi/genshin) great. Wont lag much, might see some frame drops in bgmi customs otherwise no.Look and feel is very premium especially for the green color.Compared to apple120 refresh rate is great.We have telephoto zoom.Comparable battery life.No lags while using the phone.Cons: UI can use some improvements.P..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Camera and overall features are nice. If you are into photography, can download Expert RAW app by Samsung and try to enhance your skills. Night clicks are also coming out quite good. Processor is superfast. Intensive usage is leading to heating but not into an alarming condition. But bit heating is there while you are going all out. Overall size is quite handy which I admire a lot. But the major drawback is the battery which is not upto the mark comparing to I Phone 14."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,One of the best phones money can buy. But you will be left wanting for bigger battery and fast charging. 8/10
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,3,"Product is good Cons: While using cam heating issueBattery back up lessWhen we bought with 70K they should provide case and charming adoptor, but no case no charging adopotorPros: processor, cam, display, design, looks premium.Note: When I try to sign in some other 2 numbers also coming that means it is used one. Where ever mobile number is required it is showing 2 other numbers which is not mine. Also I have seen a very minor scratch at the top of phone. Flipkart simply cheated custom..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"The phone is gonna stand trial by fire. Minimum 5-6 years is the limit that I  will use, rest the samsung will decideHighly  recommended for people who want to invest rather than purchase a new year every year or two."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"It's a great phone to buy if u are looking for compact phone, but dont do the same mistake as I did . buy a thin slim case to enjoy the phones slim bezels . I bought a armored case and now besels looks thick"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Awesome camera, Good design and the display is amazing. And the One UI, I think this is the best UI in Android, now with Advance Intelligence. The only problem I am facing is that battery is not that good. You can barely use this whole day with single charge."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Pros1. Great Battery 🔋 2. Great Camera 📷 👌 3. Great Display 👍 👌4. Top notch Performance 👌 5. Smooth Andriod experience. Got covered by 4 years updates along with security patches.6. Elegant and powerful.Cons1. Charger must be included in box.2. Heating issues.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,All good apart from battery life.
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Pros1)CAMERA- 5 out of 5. The ultrawide camera can get a little work done because in some environment photos seems a little dark then main camera.2)DISPLAY- 5 OUT 5. The display is stunning and that 120hz is criminally smooth.3)BATTERY- 4.5 out of 5. 3900mah feels good Enough for me .But a little bit more mah and it would me much appreciated. 4)SOUND- 4 OUT OF 5.  With dolby atmos stereo speakers sounds great. But the bass seems a little low than its bigger sibling s23+.5)STORAGE AND RAM...
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,3,"Phone is heating heavily when using camera, Battery draining very fast,"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Camera: 4/5(Rear:4, front:3.5, Night: 3.75)Battery: 4.25/5 (considered the compact size)Hand Feel: 5/5Performance: 5/5Display:5/5Samsumg UI: 3/5(personal choice)Value for money: 5/5Happy to answer more !!"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Best Compact Phone👌👌
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"Phone looks good feels very premium product,Performance is better. But only problem was bettery backup was not lasting for 1 day"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Good mobile excellent. Loved it
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Osm
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,Nice phone with best camera. Face id recognization average..
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Overall better than any other phone except for s23ultra😉
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Just perfect
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,The best compact flagship till dt(Android).Camera app is almost pixelque eventhough it can't outperform pixel.Display the best...Battery - the best for a phone of this sizePerformance - unmatchable. SD Gen2 is amazing..Overall verdict***Wow***
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,good and handy compact premium design smartphone samsung galaxy s23pretty lavender colori got it under 50k in flikartb sale with flipkart axis bank credit card offerprons:good pro graded dslr like camera display quality no doubt super goodspeaker quality goodcons : No charger provided. less battery .
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Great display Good performance Good camera Decent battery Overall good phone recommend to every one who read this comment
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"The best small size phone (6.1 inch display) I have used.It's a Samsung flagship and they have got almost everything right - Fantastic cameras, Awesome AI, Amazing and Premium Display, Design, Size, Smooth and Excellent to use and to a good extent, even for high resource usage tasks. Battery consumption is also very well optimised and charges at a good speed.The only minor improvement per me could be, a slightly higher capacity battery and faster charging.Highly recommended S23, if you ..."
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,"Ultimatemobil, very smooth operating... Fast operated mobil, display is very smooth.. Good battery backup.. Camera is ultimate, no battery heating problem, backup super. S series mobil best in Samsung. I recently purchased s23 256 gb lavender colour super all... I loved this mobile"
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,5,Classy product... Got it for 48k with hdfc card.. And worth it everybody complaints about its battery.. But it seems good.. Camera is ok.. Performance is peak.. Design is classy.. And its handy❤️
MOBGNPGZVX4PCTTF,Samsung Galaxy S23,4,"Product is absolutely amazing, talking about the camera...must say its a blast 💥 but one thing i'm not satisfied with flipkart is that it took almost 19 days for the product to be delivered."
MOBH4EACZ7SACMMM,Vivo T3,5,"Very Powerful Processor, Impressive Cameras- Front And Rear- Could Even Be A Contender To S23 FE Except Probably Only Video Stabilization, Curved But Stunning and Crisp Display, and Reliable Battery After Optimization/Updates.After a few days of usage, I can tell that the phone is pretty powerful in terms of performance. I did not experience any lags.The display is stunning and clear but the curved screen is not something I am a big fan of generally.The cameras are really good with detail..."
MOBH4EACZ7SACMMM,Vivo T3,4,"In Hand Feel superb.Camera, Performance,Look. Every thing is awesome.😊 But Battery Backup is Average."
MOBH4EACZ7SACMMM,Vivo T3,5,So far I liked it.No heating issueBattery backup is goodDesign is good.Charger in the box.Camera is awesome
MOBH4EACZ7SACMMM,Vivo T3,5,"some random camera shots Battery 5/5Performance 4/5Display 5/5Camera 3/5In hand feel 5/5No heating issueValue for money, go for it"
MOBH4EACZ7SACMMM,Vivo T3,5,"Performance is good, camera is decent,Feel in hand is amazingOverall best phone at this price segment...Just to for it👍👍"
MOBH4EACZ7SACMMM,Vivo T3,5,Good for gaming
MOBH4EACZ7SACMMM,Vivo T3,5,Best all round phone at this price.
MOBH4EACZ7SACMMM,Vivo T3,4,"After 2 months uses With you be honest everything seems good , the prosser is good, camera also very good , But one issue is about the battery is draining fast not seems like a 5500 mah battery.I hope Vivo will fix it soon ."
MOBH4EACZ7SACMMM,Vivo T3,4,Every thing is best battery drain problem
